u_s_exports_and_imports_of_selected_fertilizers_year,u_s_exports_and_imports_of_selected_fertilizers_country,u_s_exports_and_imports_of_selected_fertilizers_commodity,u_s_exports_short_tons,u_s_exports_dollars,u_s_imports_short_tons,u_s_imports_dollars
2012,Serbia and Montenegro,Other Potassium Fertilizers,,,,
2012,Serbia and Montenegro,Phosphate Rock,,,,
2012,Serbia and Montenegro,"Phosphoric Acid, Superphosphoric",,,,
2012,Serbia and Montenegro,"Phosphoric Acid, Wet Process",,,,
2012,Serbia and Montenegro,Potassium Muriate,,,,
2012,Serbia and Montenegro,Potassium Nitrate,,,,
2012,Serbia and Montenegro,Potassium Sulfate,,,,
2012,Serbia and Montenegro,Potassium-Sodium Nitrate,,,,
2012,Serbia and Montenegro,Sodium Nitrate,,,,
2012,Serbia and Montenegro,Sulfur,,,,
2012,Serbia and Montenegro,Urea (Solid),,,,
2012,Seychelles,Total,,,,
2012,Seychelles,Ammonium Nitrate (Solid),,,,
2012,Seychelles,Ammonium Sulfate,,,,
2012,Seychelles,Anhydrous Ammonia,,,,
2012,Seychelles,Aqua Ammonia,,,,
2012,Seychelles,Calcium Cyanamide,,,,
2012,Seychelles,Calcium Nitrate,,,,
2012,Seychelles,Chemical Mixtures,,,,
2012,Seychelles,Concentrated Super,,,,
2012,Seychelles,Diammonium Phosphate (DAP),,,,
2012,Seychelles,Monammonium Phosphate (MAP),,,,
2012,Seychelles,Nitrogen Solutions,,,,
2012,Seychelles,Normal Super,,,,
2012,Seychelles,Other Nitrogen Fertilizers,,,,
2012,Seychelles,Other Phosphate Fertilizers,,,,
2012,Seychelles,Other Potassium Fertilizers,,,,
2012,Seychelles,Phosphate Rock,,,,
2012,Seychelles,"Phosphoric Acid, Superphosphoric",,,,
2012,Seychelles,"Phosphoric Acid, Wet Process",,,,
2012,Seychelles,Potassium Muriate,,,,
2012,Seychelles,Potassium Nitrate,,,,
2012,Seychelles,Potassium Sulfate,,,,
2012,Seychelles,Potassium-Sodium Nitrate,,,,
2012,Seychelles,Sodium Nitrate,,,,
2012,Seychelles,Sulfur,,,,
2012,Seychelles,Urea (Solid),,,,
2012,Sierra Leone,Total,,,,
2012,Sierra Leone,Ammonium Nitrate (Solid),,,,
2012,Sierra Leone,Ammonium Sulfate,,,,
2012,Sierra Leone,Anhydrous Ammonia,,,,
2012,Sierra Leone,Aqua Ammonia,,,,
2012,Sierra Leone,Calcium Cyanamide,,,,
2012,Sierra Leone,Calcium Nitrate,,,,
2012,Sierra Leone,Chemical Mixtures,,,,
2012,Sierra Leone,Concentrated Super,,,,
2012,Sierra Leone,Diammonium Phosphate (DAP),,,,
2012,Sierra Leone,Monammonium Phosphate (MAP),,,,
2012,Sierra Leone,Nitrogen Solutions,,,,
2012,Sierra Leone,Normal Super,,,,
2012,Sierra Leone,Other Nitrogen Fertilizers,,,,
2012,Sierra Leone,Other Phosphate Fertilizers,,,,
2012,Sierra Leone,Other Potassium Fertilizers,,,,
2012,Sierra Leone,Phosphate Rock,,,,
2012,Sierra Leone,"Phosphoric Acid, Superphosphoric",,,,
2012,Sierra Leone,"Phosphoric Acid, Wet Process",,,,
2012,Sierra Leone,Potassium Muriate,,,,
2012,Sierra Leone,Potassium Nitrate,,,,
2012,Sierra Leone,Potassium Sulfate,,,,
2012,Sierra Leone,Potassium-Sodium Nitrate,,,,
2012,Sierra Leone,Sodium Nitrate,,,,
2012,Sierra Leone,Sulfur,,,,
2012,Sierra Leone,Urea (Solid),,,,
2012,Singapore,Total,10586.489200000004,3457820,,
2012,Singapore,Ammonium Nitrate (Solid),4.4092,18215,,
2012,Singapore,Ammonium Sulfate,1215.8369,276409,,
2012,Singapore,Anhydrous Ammonia,1061.5149000000001,214436,,
2012,Singapore,Aqua Ammonia,1.1023,4536,,
2012,Singapore,Calcium Cyanamide,,,,
2012,Singapore,Calcium Nitrate,,,,
2012,Singapore,Chemical Mixtures,869.7147000000001,785469,,
2012,Singapore,Concentrated Super,,,,
2012,Singapore,Diammonium Phosphate (DAP),,,,
2012,Singapore,Monammonium Phosphate (MAP),,,,
2012,Singapore,Nitrogen Solutions,,,,
2012,Singapore,Normal Super,,,,
2012,Singapore,Other Nitrogen Fertilizers,36.3759,59315,,
2012,Singapore,Other Phosphate Fertilizers,,,,
2012,Singapore,Other Potassium Fertilizers,,,,
2012,Singapore,Phosphate Rock,2.2046,4538,,
2012,Singapore,"Phosphoric Acid, Superphosphoric",15.4322,55300,,
2012,Singapore,"Phosphoric Acid, Wet Process",40.7851,12188,,
2012,Singapore,Potassium Muriate,,,,
2012,Singapore,Potassium Nitrate,8.8184,6488,,
2012,Singapore,Potassium Sulfate,7315.9651,1995304,,
2012,Singapore,Potassium-Sodium Nitrate,,,,
2012,Singapore,Sodium Nitrate,,,,
2012,Singapore,Sulfur,,,,
2012,Singapore,Urea (Solid),14.329900000000002,25622,,
2012,Slovakia,Total,,,2851.6501,988656
2012,Slovakia,Ammonium Nitrate (Solid),,,,
2012,Slovakia,Ammonium Sulfate,,,,
2012,Slovakia,Anhydrous Ammonia,,,,
2012,Slovakia,Aqua Ammonia,,,,
2012,Slovakia,Calcium Cyanamide,,,,
2012,Slovakia,Calcium Nitrate,,,2361.1266,810836
2012,Slovakia,Chemical Mixtures,,,465.17060000000004,163570
2012,Slovakia,Concentrated Super,,,,
2012,Slovakia,Diammonium Phosphate (DAP),,,,
2012,Slovakia,Monammonium Phosphate (MAP),,,,
2012,Slovakia,Nitrogen Solutions,,,,
2012,Slovakia,Normal Super,,,,
2012,Slovakia,Other Nitrogen Fertilizers,,,,
2012,Slovakia,Other Phosphate Fertilizers,,,,
2012,Slovakia,Other Potassium Fertilizers,,,,
2012,Slovakia,Phosphate Rock,,,,
2012,Slovakia,"Phosphoric Acid, Superphosphoric",,,,
2012,Slovakia,"Phosphoric Acid, Wet Process",,,,
2012,Slovakia,Potassium Muriate,,,,
2012,Slovakia,Potassium Nitrate,,,,
2012,Slovakia,Potassium Sulfate,,,,
2012,Slovakia,Potassium-Sodium Nitrate,,,,
2012,Slovakia,Sodium Nitrate,,,,
2012,Slovakia,Sulfur,,,,
2012,Slovakia,Urea (Solid),,,25.3529,14250
2012,Slovenia,Total,,,,
2012,Slovenia,Ammonium Nitrate (Solid),,,,
2012,Slovenia,Ammonium Sulfate,,,,
2012,Slovenia,Anhydrous Ammonia,,,,
2012,Slovenia,Aqua Ammonia,,,,
2012,Slovenia,Calcium Cyanamide,,,,
2012,Slovenia,Calcium Nitrate,,,,
2012,Slovenia,Chemical Mixtures,,,,
2012,Slovenia,Concentrated Super,,,,
2012,Slovenia,Diammonium Phosphate (DAP),,,,
2012,Slovenia,Monammonium Phosphate (MAP),,,,
2012,Slovenia,Nitrogen Solutions,,,,
2012,Slovenia,Normal Super,,,,
2012,Slovenia,Other Nitrogen Fertilizers,,,,
2012,Slovenia,Other Phosphate Fertilizers,,,,
2012,Slovenia,Other Potassium Fertilizers,,,,
2012,Slovenia,Phosphate Rock,,,,
2012,Slovenia,"Phosphoric Acid, Superphosphoric",,,,
2012,Slovenia,"Phosphoric Acid, Wet Process",,,,
2012,Slovenia,Potassium Muriate,,,,
2012,Slovenia,Potassium Nitrate,,,,
2012,Slovenia,Potassium Sulfate,,,,
2012,Slovenia,Potassium-Sodium Nitrate,,,,
2012,Slovenia,Sodium Nitrate,,,,
2012,Slovenia,Sulfur,,,,
2012,Slovenia,Urea (Solid),,,,
2012,Solomon Islands,Total,,,,
2012,Solomon Islands,Ammonium Nitrate (Solid),,,,
2012,Solomon Islands,Ammonium Sulfate,,,,
2012,Solomon Islands,Anhydrous Ammonia,,,,
2012,Solomon Islands,Aqua Ammonia,,,,
2012,Solomon Islands,Calcium Cyanamide,,,,
2012,Solomon Islands,Calcium Nitrate,,,,
2012,Solomon Islands,Chemical Mixtures,,,,
2012,Solomon Islands,Concentrated Super,,,,
2012,Solomon Islands,Diammonium Phosphate (DAP),,,,
2012,Solomon Islands,Monammonium Phosphate (MAP),,,,
2012,Solomon Islands,Nitrogen Solutions,,,,
2012,Solomon Islands,Normal Super,,,,
2012,Solomon Islands,Other Nitrogen Fertilizers,,,,
2012,Solomon Islands,Other Phosphate Fertilizers,,,,
2012,Solomon Islands,Other Potassium Fertilizers,,,,
2012,Solomon Islands,Phosphate Rock,,,,
2012,Solomon Islands,"Phosphoric Acid, Superphosphoric",,,,
2012,Solomon Islands,"Phosphoric Acid, Wet Process",,,,
2012,Solomon Islands,Potassium Muriate,,,,
2012,Solomon Islands,Potassium Nitrate,,,,
2012,Solomon Islands,Potassium Sulfate,,,,
2012,Solomon Islands,Potassium-Sodium Nitrate,,,,
2012,Solomon Islands,Sodium Nitrate,,,,
2012,Solomon Islands,Sulfur,,,,
2012,Solomon Islands,Urea (Solid),,,,
2012,South Korea,Total,19080.813000000002,4943672,7751.3736,3206828
2012,South Korea,Ammonium Nitrate (Solid),,,,
2012,South Korea,Ammonium Sulfate,39.6828,8822,,
2012,South Korea,Anhydrous Ammonia,2593.7119000000002,1785886,4605.409400000001,1535533
2012,South Korea,Aqua Ammonia,1.1023,2982,,
2012,South Korea,Calcium Cyanamide,,,,
2012,South Korea,Calcium Nitrate,,,,
2012,South Korea,Chemical Mixtures,3249.5804000000007,2263577,1.1023,9300
2012,South Korea,Concentrated Super,,,,
2012,South Korea,Diammonium Phosphate (DAP),,,,
2012,South Korea,Monammonium Phosphate (MAP),2.2046,4500,,
2012,South Korea,Nitrogen Solutions,,,,
2012,South Korea,Normal Super,,,,
2012,South Korea,Other Nitrogen Fertilizers,8.8184,17412,,
2012,South Korea,Other Phosphate Fertilizers,,,,
2012,South Korea,Other Potassium Fertilizers,,,,
2012,South Korea,Phosphate Rock,12735.9742,346258,,
2012,South Korea,"Phosphoric Acid, Superphosphoric",87.08169999999998,207992,,
2012,South Korea,"Phosphoric Acid, Wet Process",39.6828,10659,1250.0082000000002,243894
2012,South Korea,Potassium Muriate,18.7391,46956,,
2012,South Korea,Potassium Nitrate,240.3014,147382,,
2012,South Korea,Potassium Sulfate,31.966699999999996,43126,,
2012,South Korea,Potassium-Sodium Nitrate,,,,
2012,South Korea,Sodium Nitrate,25.352899999999998,36000,,
2012,South Korea,Sulfur,,,,
2012,South Korea,Urea (Solid),6.6137999999999995,22120,1894.8537000000001,1418101
2012,Spain,Total,1189.3817000000004,1282962,2857.1616000000004,528735
2012,Spain,Ammonium Nitrate (Solid),,,,
2012,Spain,Ammonium Sulfate,,,20.9437,14784
2012,Spain,Anhydrous Ammonia,,,,
2012,Spain,Aqua Ammonia,,,,
2012,Spain,Calcium Cyanamide,,,,
2012,Spain,Calcium Nitrate,,,,
2012,Spain,Chemical Mixtures,988.7631,537109,102.51389999999999,129344
2012,Spain,Concentrated Super,79.3656,289600,,
2012,Spain,Diammonium Phosphate (DAP),,,,
2012,Spain,Monammonium Phosphate (MAP),92.5932,31325,,
2012,Spain,Nitrogen Solutions,,,,
2012,Spain,Normal Super,2.2046,13666,,
2012,Spain,Other Nitrogen Fertilizers,3.3069,13297,,
2012,Spain,Other Phosphate Fertilizers,,,,
2012,Spain,Other Potassium Fertilizers,,,,
2012,Spain,Phosphate Rock,,,28.6598,4560
2012,Spain,"Phosphoric Acid, Superphosphoric",,,1.1023,9664
2012,Spain,"Phosphoric Acid, Wet Process",,,,
2012,Spain,Potassium Muriate,4.4092,60062,,
2012,Spain,Potassium Nitrate,,,,
2012,Spain,Potassium Sulfate,3.3069,4381,270.0635,99063
2012,Spain,Potassium-Sodium Nitrate,,,,
2012,Spain,Sodium Nitrate,,,,
2012,Spain,Sulfur,,,,
2012,Spain,Urea (Solid),15.432200000000002,333522,2433.8784,271320
2012,Sri Lanka,Total,,,,
2012,Sri Lanka,Ammonium Nitrate (Solid),,,,
2012,Sri Lanka,Ammonium Sulfate,,,,
2012,Sri Lanka,Anhydrous Ammonia,,,,
2012,Sri Lanka,Aqua Ammonia,,,,
2012,Sri Lanka,Calcium Cyanamide,,,,
2012,Sri Lanka,Calcium Nitrate,,,,
2012,Sri Lanka,Chemical Mixtures,,,,
2012,Sri Lanka,Concentrated Super,,,,
2012,Sri Lanka,Diammonium Phosphate (DAP),,,,
2012,Sri Lanka,Monammonium Phosphate (MAP),,,,
2012,Sri Lanka,Nitrogen Solutions,,,,
2012,Sri Lanka,Normal Super,,,,
2012,Sri Lanka,Other Nitrogen Fertilizers,,,,
2012,Sri Lanka,Other Phosphate Fertilizers,,,,
2012,Sri Lanka,Other Potassium Fertilizers,,,,
2012,Sri Lanka,Phosphate Rock,,,,
2012,Sri Lanka,"Phosphoric Acid, Superphosphoric",,,,
2012,Sri Lanka,"Phosphoric Acid, Wet Process",,,,
2012,Sri Lanka,Potassium Muriate,,,,
2012,Sri Lanka,Potassium Nitrate,,,,
2012,Sri Lanka,Potassium Sulfate,,,,
2012,Sri Lanka,Potassium-Sodium Nitrate,,,,
2012,Sri Lanka,Sodium Nitrate,,,,
2012,Sri Lanka,Sulfur,,,,
2012,Sri Lanka,Urea (Solid),,,,
2012,St Helena,Total,,,,
2012,St Helena,Ammonium Nitrate (Solid),,,,
2012,St Helena,Ammonium Sulfate,,,,
2012,St Helena,Anhydrous Ammonia,,,,
2012,St Helena,Aqua Ammonia,,,,
2012,St Helena,Calcium Cyanamide,,,,
2012,St Helena,Calcium Nitrate,,,,
2012,St Helena,Chemical Mixtures,,,,
2012,St Helena,Concentrated Super,,,,
2012,St Helena,Diammonium Phosphate (DAP),,,,
2012,St Helena,Monammonium Phosphate (MAP),,,,
2012,St Helena,Nitrogen Solutions,,,,
2012,St Helena,Normal Super,,,,
2012,St Helena,Other Nitrogen Fertilizers,,,,
2012,St Helena,Other Phosphate Fertilizers,,,,
2012,St Helena,Other Potassium Fertilizers,,,,
2012,St Helena,Phosphate Rock,,,,
2012,St Helena,"Phosphoric Acid, Superphosphoric",,,,
2012,St Helena,"Phosphoric Acid, Wet Process",,,,
2012,St Helena,Potassium Muriate,,,,
2012,St Helena,Potassium Nitrate,,,,
2012,St Helena,Potassium Sulfate,,,,
2012,St Helena,Potassium-Sodium Nitrate,,,,
2012,St Helena,Sodium Nitrate,,,,
2012,St Helena,Sulfur,,,,
2012,St Helena,Urea (Solid),,,,
2012,St. Kitts-Nevis,Total,1.1023,3289,,
2012,St. Kitts-Nevis,Ammonium Nitrate (Solid),,,,
2012,St. Kitts-Nevis,Ammonium Sulfate,,,,
2012,St. Kitts-Nevis,Anhydrous Ammonia,,,,
2012,St. Kitts-Nevis,Aqua Ammonia,,,,
2012,St. Kitts-Nevis,Calcium Cyanamide,,,,
2012,St. Kitts-Nevis,Calcium Nitrate,,,,
2012,St. Kitts-Nevis,Chemical Mixtures,,,,
2012,St. Kitts-Nevis,Concentrated Super,,,,
2012,St. Kitts-Nevis,Diammonium Phosphate (DAP),,,,
2012,St. Kitts-Nevis,Monammonium Phosphate (MAP),,,,
2012,St. Kitts-Nevis,Nitrogen Solutions,,,,
2012,St. Kitts-Nevis,Normal Super,,,,
2012,St. Kitts-Nevis,Other Nitrogen Fertilizers,,,,
2012,St. Kitts-Nevis,Other Phosphate Fertilizers,,,,
2012,St. Kitts-Nevis,Other Potassium Fertilizers,,,,
2012,St. Kitts-Nevis,Phosphate Rock,,,,
2012,St. Kitts-Nevis,"Phosphoric Acid, Superphosphoric",,,,
2012,St. Kitts-Nevis,"Phosphoric Acid, Wet Process",,,,
2012,St. Kitts-Nevis,Potassium Muriate,,,,
2012,St. Kitts-Nevis,Potassium Nitrate,,,,
2012,St. Kitts-Nevis,Potassium Sulfate,,,,
2012,St. Kitts-Nevis,Potassium-Sodium Nitrate,,,,
2012,St. Kitts-Nevis,Sodium Nitrate,1.1023,3289,,
2012,St. Kitts-Nevis,Sulfur,,,,
2012,St. Kitts-Nevis,Urea (Solid),,,,
2012,St. Lucia,Total,,,,
2012,St. Lucia,Ammonium Nitrate (Solid),,,,
2012,St. Lucia,Ammonium Sulfate,,,,
2012,St. Lucia,Anhydrous Ammonia,,,,
2012,St. Lucia,Aqua Ammonia,,,,
2012,St. Lucia,Calcium Cyanamide,,,,
2012,St. Lucia,Calcium Nitrate,,,,
2012,St. Lucia,Chemical Mixtures,,,,
2012,St. Lucia,Concentrated Super,,,,
2012,St. Lucia,Diammonium Phosphate (DAP),,,,
2012,St. Lucia,Monammonium Phosphate (MAP),,,,
2012,St. Lucia,Nitrogen Solutions,,,,
2012,St. Lucia,Normal Super,,,,
2012,St. Lucia,Other Nitrogen Fertilizers,,,,
2012,St. Lucia,Other Phosphate Fertilizers,,,,
2012,St. Lucia,Other Potassium Fertilizers,,,,
2012,St. Lucia,Phosphate Rock,,,,
2012,St. Lucia,"Phosphoric Acid, Superphosphoric",,,,
2012,St. Lucia,"Phosphoric Acid, Wet Process",,,,
2012,St. Lucia,Potassium Muriate,,,,
2012,St. Lucia,Potassium Nitrate,,,,
2012,St. Lucia,Potassium Sulfate,,,,
2012,St. Lucia,Potassium-Sodium Nitrate,,,,
2012,St. Lucia,Sodium Nitrate,,,,
2012,St. Lucia,Sulfur,,,,
2012,St. Lucia,Urea (Solid),,,,
2012,St. Vincent And The Grenadine,Total,,,,
2012,St. Vincent And The Grenadine,Ammonium Nitrate (Solid),,,,
2012,St. Vincent And The Grenadine,Ammonium Sulfate,,,,
2012,St. Vincent And The Grenadine,Anhydrous Ammonia,,,,
2012,St. Vincent And The Grenadine,Aqua Ammonia,,,,
2012,St. Vincent And The Grenadine,Calcium Cyanamide,,,,
2012,St. Vincent And The Grenadine,Calcium Nitrate,,,,
2012,St. Vincent And The Grenadine,Chemical Mixtures,,,,
2012,St. Vincent And The Grenadine,Concentrated Super,,,,
2012,St. Vincent And The Grenadine,Diammonium Phosphate (DAP),,,,
2012,St. Vincent And The Grenadine,Monammonium Phosphate (MAP),,,,
2012,St. Vincent And The Grenadine,Nitrogen Solutions,,,,
2012,St. Vincent And The Grenadine,Normal Super,,,,
2012,St. Vincent And The Grenadine,Other Nitrogen Fertilizers,,,,
2012,St. Vincent And The Grenadine,Other Phosphate Fertilizers,,,,
2012,St. Vincent And The Grenadine,Other Potassium Fertilizers,,,,
2012,St. Vincent And The Grenadine,Phosphate Rock,,,,
2012,St. Vincent And The Grenadine,"Phosphoric Acid, Superphosphoric",,,,
2012,St. Vincent And The Grenadine,"Phosphoric Acid, Wet Process",,,,
2012,St. Vincent And The Grenadine,Potassium Muriate,,,,
2012,St. Vincent And The Grenadine,Potassium Nitrate,,,,
2012,St. Vincent And The Grenadine,Potassium Sulfate,,,,
2012,St. Vincent And The Grenadine,Potassium-Sodium Nitrate,,,,
2012,St. Vincent And The Grenadine,Sodium Nitrate,,,,
2012,St. Vincent And The Grenadine,Sulfur,,,,
2012,St. Vincent And The Grenadine,Urea (Solid),,,,
2012,Suriname,Total,,,,
2012,Suriname,Ammonium Nitrate (Solid),,,,
2012,Suriname,Ammonium Sulfate,,,,
2012,Suriname,Anhydrous Ammonia,,,,
2012,Suriname,Aqua Ammonia,,,,
2012,Suriname,Calcium Cyanamide,,,,
2012,Suriname,Calcium Nitrate,,,,
2012,Suriname,Chemical Mixtures,,,,
2012,Suriname,Concentrated Super,,,,
2012,Suriname,Diammonium Phosphate (DAP),,,,
2012,Suriname,Monammonium Phosphate (MAP),,,,
2012,Suriname,Nitrogen Solutions,,,,
2012,Suriname,Normal Super,,,,
2012,Suriname,Other Nitrogen Fertilizers,,,,
2012,Suriname,Other Phosphate Fertilizers,,,,
2012,Suriname,Other Potassium Fertilizers,,,,
2012,Suriname,Phosphate Rock,,,,
2012,Suriname,"Phosphoric Acid, Superphosphoric",,,,
2012,Suriname,"Phosphoric Acid, Wet Process",,,,
2012,Suriname,Potassium Muriate,,,,
2012,Suriname,Potassium Nitrate,,,,
2012,Suriname,Potassium Sulfate,,,,
2012,Suriname,Potassium-Sodium Nitrate,,,,
2012,Suriname,Sodium Nitrate,,,,
2012,Suriname,Sulfur,,,,
2012,Suriname,Urea (Solid),,,,
2012,Sweden,Total,3163.6010000000006,75306,223.76690000000002,185652
2012,Sweden,Ammonium Nitrate (Solid),,,194.00480000000002,107282
2012,Sweden,Ammonium Sulfate,,,1.1023,2884
2012,Sweden,Anhydrous Ammonia,,,,
2012,Sweden,Aqua Ammonia,,,,
2012,Sweden,Calcium Cyanamide,,,,
2012,Sweden,Calcium Nitrate,,,,
2012,Sweden,Chemical Mixtures,26.4552,4164,,
2012,Sweden,Concentrated Super,,,,
2012,Sweden,Diammonium Phosphate (DAP),,,,
2012,Sweden,Monammonium Phosphate (MAP),,,,
2012,Sweden,Nitrogen Solutions,,,,
2012,Sweden,Normal Super,,,,
2012,Sweden,Other Nitrogen Fertilizers,,,,
2012,Sweden,Other Phosphate Fertilizers,,,,
2012,Sweden,Other Potassium Fertilizers,,,,
2012,Sweden,Phosphate Rock,3137.1458000000002,71142,,
2012,Sweden,"Phosphoric Acid, Superphosphoric",,,,
2012,Sweden,"Phosphoric Acid, Wet Process",,,,
2012,Sweden,Potassium Muriate,,,,
2012,Sweden,Potassium Nitrate,,,,
2012,Sweden,Potassium Sulfate,,,,
2012,Sweden,Potassium-Sodium Nitrate,,,,
2012,Sweden,Sodium Nitrate,,,,
2012,Sweden,Sulfur,,,28.6598,75486
2012,Sweden,Urea (Solid),,,,
2012,Switzerland,Total,63.933400000000006,200938,6.6137999999999995,16558
2012,Switzerland,Ammonium Nitrate (Solid),,,,
2012,Switzerland,Ammonium Sulfate,58.42190000000001,24938,,
2012,Switzerland,Anhydrous Ammonia,,,,
2012,Switzerland,Aqua Ammonia,,,,
2012,Switzerland,Calcium Cyanamide,,,,
2012,Switzerland,Calcium Nitrate,,,,
2012,Switzerland,Chemical Mixtures,,,,
2012,Switzerland,Concentrated Super,,,,
2012,Switzerland,Diammonium Phosphate (DAP),,,,
2012,Switzerland,Monammonium Phosphate (MAP),,,,
2012,Switzerland,Nitrogen Solutions,,,,
2012,Switzerland,Normal Super,,,,
2012,Switzerland,Other Nitrogen Fertilizers,,,1.1023,4938
2012,Switzerland,Other Phosphate Fertilizers,,,,
2012,Switzerland,Other Potassium Fertilizers,,,,
2012,Switzerland,Phosphate Rock,,,,
2012,Switzerland,"Phosphoric Acid, Superphosphoric",,,,
2012,Switzerland,"Phosphoric Acid, Wet Process",,,1.1023,2720
2012,Switzerland,Potassium Muriate,5.5115,176000,,
2012,Switzerland,Potassium Nitrate,,,,
2012,Switzerland,Potassium Sulfate,,,2.2046,5492
2012,Switzerland,Potassium-Sodium Nitrate,,,,
2012,Switzerland,Sodium Nitrate,,,,
2012,Switzerland,Sulfur,,,,
2012,Switzerland,Urea (Solid),,,2.2046,3408
2012,Syria,Total,,,,
2012,Syria,Ammonium Nitrate (Solid),,,,
2012,Syria,Ammonium Sulfate,,,,
2012,Syria,Anhydrous Ammonia,,,,
2012,Syria,Aqua Ammonia,,,,
2012,Syria,Calcium Cyanamide,,,,
2012,Syria,Calcium Nitrate,,,,
2012,Syria,Chemical Mixtures,,,,
2012,Syria,Concentrated Super,,,,
2012,Syria,Diammonium Phosphate (DAP),,,,
2012,Syria,Monammonium Phosphate (MAP),,,,
2012,Syria,Nitrogen Solutions,,,,
2012,Syria,Normal Super,,,,
2012,Syria,Other Nitrogen Fertilizers,,,,
2012,Syria,Other Phosphate Fertilizers,,,,
2012,Syria,Other Potassium Fertilizers,,,,
2012,Syria,Phosphate Rock,,,,
2012,Syria,"Phosphoric Acid, Superphosphoric",,,,
2012,Syria,"Phosphoric Acid, Wet Process",,,,
2012,Syria,Potassium Muriate,,,,
2012,Syria,Potassium Nitrate,,,,
2012,Syria,Potassium Sulfate,,,,
2012,Syria,Potassium-Sodium Nitrate,,,,
2012,Syria,Sodium Nitrate,,,,
2012,Syria,Sulfur,,,,
2012,Syria,Urea (Solid),,,,
2012,Tanzania,Total,2671.9752000000003,264173,,
2012,Tanzania,Ammonium Nitrate (Solid),,,,
2012,Tanzania,Ammonium Sulfate,,,,
2012,Tanzania,Anhydrous Ammonia,,,,
2012,Tanzania,Aqua Ammonia,,,,
2012,Tanzania,Calcium Cyanamide,,,,
2012,Tanzania,Calcium Nitrate,,,,
2012,Tanzania,Chemical Mixtures,,,,
2012,Tanzania,Concentrated Super,,,,
2012,Tanzania,Diammonium Phosphate (DAP),2671.9752000000003,264173,,
2012,Tanzania,Monammonium Phosphate (MAP),,,,
2012,Tanzania,Nitrogen Solutions,,,,
2012,Tanzania,Normal Super,,,,
2012,Tanzania,Other Nitrogen Fertilizers,,,,
2012,Tanzania,Other Phosphate Fertilizers,,,,
2012,Tanzania,Other Potassium Fertilizers,,,,
2012,Tanzania,Phosphate Rock,,,,
2012,Tanzania,"Phosphoric Acid, Superphosphoric",,,,
2012,Tanzania,"Phosphoric Acid, Wet Process",,,,
2012,Tanzania,Potassium Muriate,,,,
2012,Tanzania,Potassium Nitrate,,,,
2012,Tanzania,Potassium Sulfate,,,,
2012,Tanzania,Potassium-Sodium Nitrate,,,,
2012,Tanzania,Sodium Nitrate,,,,
2012,Tanzania,Sulfur,,,,
2012,Tanzania,Urea (Solid),,,,
2012,Thailand,Total,90676.3003,42822562,,
2012,Thailand,Ammonium Nitrate (Solid),,,,
2012,Thailand,Ammonium Sulfate,,,,
2012,Thailand,Anhydrous Ammonia,,,,
2012,Thailand,Aqua Ammonia,20.9437,36091,,
2012,Thailand,Calcium Cyanamide,,,,
2012,Thailand,Calcium Nitrate,,,,
2012,Thailand,Chemical Mixtures,404.54410000000007,408010,,
2012,Thailand,Concentrated Super,,,,
2012,Thailand,Diammonium Phosphate (DAP),74061.33240000001,34420957,,
2012,Thailand,Monammonium Phosphate (MAP),14090.700900000002,6569992,,
2012,Thailand,Nitrogen Solutions,,,,
2012,Thailand,Normal Super,,,,
2012,Thailand,Other Nitrogen Fertilizers,40.7851,50634,,
2012,Thailand,Other Phosphate Fertilizers,,,,
2012,Thailand,Other Potassium Fertilizers,,,,
2012,Thailand,Phosphate Rock,,,,
2012,Thailand,"Phosphoric Acid, Superphosphoric",,,,
2012,Thailand,"Phosphoric Acid, Wet Process",61.72880000000001,16616,,
2012,Thailand,Potassium Muriate,274.4727,463833,,
2012,Thailand,Potassium Nitrate,1668.8821999999998,797777,,
2012,Thailand,Potassium Sulfate,,,,
2012,Thailand,Potassium-Sodium Nitrate,,,,
2012,Thailand,Sodium Nitrate,,,,
2012,Thailand,Sulfur,,,,
2012,Thailand,Urea (Solid),52.9104,58652,,
2012,Togo,Total,,,,
2012,Togo,Ammonium Nitrate (Solid),,,,
2012,Togo,Ammonium Sulfate,,,,
2012,Togo,Anhydrous Ammonia,,,,
2012,Togo,Aqua Ammonia,,,,
2012,Togo,Calcium Cyanamide,,,,
2012,Togo,Calcium Nitrate,,,,
2012,Togo,Chemical Mixtures,,,,
2012,Togo,Concentrated Super,,,,
2012,Togo,Diammonium Phosphate (DAP),,,,
2012,Togo,Monammonium Phosphate (MAP),,,,
2012,Togo,Nitrogen Solutions,,,,
2012,Togo,Normal Super,,,,
2012,Togo,Other Nitrogen Fertilizers,,,,
2012,Togo,Other Phosphate Fertilizers,,,,
2012,Togo,Other Potassium Fertilizers,,,,
2012,Togo,Phosphate Rock,,,,
2012,Togo,"Phosphoric Acid, Superphosphoric",,,,
2012,Togo,"Phosphoric Acid, Wet Process",,,,
2012,Togo,Potassium Muriate,,,,
2012,Togo,Potassium Nitrate,,,,
2012,Togo,Potassium Sulfate,,,,
2012,Togo,Potassium-Sodium Nitrate,,,,
2012,Togo,Sodium Nitrate,,,,
2012,Togo,Sulfur,,,,
2012,Togo,Urea (Solid),,,,
2012,Tonga,Total,,,,
2012,Tonga,Ammonium Nitrate (Solid),,,,
2012,Tonga,Ammonium Sulfate,,,,
2012,Tonga,Anhydrous Ammonia,,,,
